design_id,ip_id,ip_name,product_type,product_type_name,year,quarter,season,month,week_of_year,is_holiday_season,theme,product_age,production_cost,popularity_trend,trend_score_current,trend_score_q1,trend_score_q2,trend_score_q3,trend_score_q4,trend_momentum,trend_volatility,social_reach,social_engagement,sentiment_score,viral_coefficient,competition_level,theme_saturation,retail_price,price_multiplier,sales_quantity,revenue,sellthrough_rate
lulu_campaign_2018_summer_海洋主題,lulu_pig,Lulu罐頭豬,campaign,活動,2018,2,Summer,5,20,0,海洋主題,2,high,growing,95.0,102.83,93.61,83.42,102.23,-7.83,7.88,4757,581,0.7768,0.1221,medium,0.6222736793067615,284.05,0.95,3158,897034.58,0.8795
lulu_campaign_2018_summer_暑假,lulu_pig,Lulu罐頭豬,campaign,活動,2018,2,Summer,5,20,0,暑假,2,high,growing,95.0,85.27,90.72,91.38,103.29,9.73,6.58,4744,557,0.7363,0.1174,high,0.3083178993967838,358.8,1.2,3132,1123886.58,0.7962
lulu_campaign_2018_summer_兒童節,lulu_pig,Lulu罐頭豬,campaign,活動,2018,2,Summer,5,20,0,兒童節,2,high,growing,95.0,99.91,99.73,96.33,85.69,-4.91,5.79,5757,636,0.8431,0.1105,medium,0.5909120357693448,328.9,1.1,3375,1110328.05,0.9142
lulu_2d_animation_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,3,Fall,8,33,0,萬聖節,2,high,growing,95.0,94.57,85.98,99.09,99.37,0.43,5.41,5833,622,0.6863,0.1066,medium,0.6322866782147656,299.0,1.0,2611,780750.33,0.7657
lulu_2d_animation_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,3,Fall,8,33,0,中秋節,2,high,growing,95.0,99.03,97.73,93.76,84.12,-4.03,5.84,5607,764,0.6584,0.1363,high,0.7681867701399949,373.75,1.25,2415,902733.75,0.82
lulu_2d_animation_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,3,Fall,8,33,0,感恩節,2,high,growing,83.59,92.94,69.08,75.17,81.54,-9.35,8.83,3617,358,0.8207,0.099,low,0.34322276812967956,269.1,0.9,2441,657013.22,0.9458
lulu_2d_animation_2018_fall_開學季,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,3,Fall,8,33,0,開學季,2,high,growing,95.0,80.57,100.06,95.64,100.66,14.43,8.12,5826,710,0.8971,0.1219,high,0.55185165716951,328.9,1.1,2718,893958.6,0.841
lulu_3d_animation_2018_fall_開學季,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,3,Fall,8,33,0,開學季,2,very_high,growing,95.0,103.82,89.4,103.04,113.06,-8.82,8.44,5584,760,0.7752,0.1361,high,0.3129518407180806,328.9,1.1,3080,1013339.77,0.8678
lulu_3d_animation_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,3,Fall,8,33,0,中秋節,2,very_high,growing,95.0,91.83,95.41,83.17,95.44,3.17,5.01,5911,543,0.7881,0.0919,high,0.7127712790454634,373.75,1.25,2820,1054054.22,0.8179
lulu_3d_animation_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,3,Fall,8,33,0,感恩節,2,very_high,growing,95.0,88.42,98.36,94.39,82.45,6.58,6.03,4427,649,0.6797,0.1466,low,0.44825490054997014,269.1,0.9,3101,834680.91,0.8806
lulu_comic_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,3,Fall,8,33,0,感恩節,2,medium,stable,83.48,84.51,85.19,85.26,88.71,-1.03,1.64,4293,529,0.7413,0.1232,low,0.6882184475794396,269.1,0.9,1892,509393.57,0.936
lulu_comic_2018_fall_開學季,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,3,Fall,8,33,0,開學季,2,medium,stable,95.0,97.83,100.67,90.97,105.82,-2.83,5.36,3336,490,0.7384,0.1469,high,0.4200952295528098,328.9,1.1,1991,654890.51,0.8514
lulu_comic_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,3,Fall,8,33,0,中秋節,2,medium,stable,95.0,92.21,87.86,92.42,82.77,2.79,3.93,3537,457,0.8269,0.1292,high,0.6895248009155519,373.75,1.25,1943,726469.48,0.8619
lulu_comic_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,3,Fall,8,33,0,萬聖節,2,medium,stable,95.0,95.95,100.88,106.48,98.81,-0.95,3.86,3413,476,0.653,0.1395,medium,0.48602545863745256,299.0,1.0,2041,610540.11,0.827
lulu_single_visual_2018_fall_開學季,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,3,Fall,8,33,0,開學季,2,low,growing,95.0,94.63,80.08,93.25,88.76,0.37,5.69,4101,452,0.6861,0.1102,high,0.4245718644464406,328.9,1.1,2393,787374.91,0.8921
lulu_single_visual_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,3,Fall,8,33,0,萬聖節,2,low,growing,95.0,72.44,113.02,91.04,92.76,22.56,14.37,3702,487,0.7416,0.1316,medium,0.6281215913899862,299.0,1.0,2135,638487.4,0.7891
lulu_single_visual_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,3,Fall,8,33,0,感恩節,2,low,growing,79.63,81.13,76.49,73.38,83.87,-1.5,4.05,4289,482,0.7172,0.1124,low,0.7003050720761725,269.1,0.9,2538,683137.72,0.93
lulu_single_visual_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,3,Fall,8,33,0,中秋節,2,low,growing,95.0,88.21,98.52,100.23,95.55,6.79,4.6,3937,538,0.7319,0.1367,high,0.6195023969400064,373.75,1.25,2040,762672.99,0.9146
lulu_collaboration_2018_fall_開學季,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,3,Fall,8,33,0,開學季,2,very_high,growing,95.0,98.75,100.05,91.53,97.53,-3.75,3.26,6883,805,0.7185,0.117,high,0.4543657785506983,328.9,1.1,3641,1197803.64,0.761
lulu_collaboration_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,3,Fall,8,33,0,萬聖節,2,very_high,growing,95.0,104.0,100.57,100.37,92.9,-9.0,4.05,7191,1019,0.8572,0.1417,medium,0.4105718678871423,299.0,1.0,4153,1241800.4,0.7839
lulu_collaboration_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,3,Fall,8,33,0,感恩節,2,very_high,growing,93.66,80.82,91.99,92.77,96.29,12.83,5.8,6950,896,0.7959,0.1289,low,0.4291823101426791,269.1,0.9,3552,955853.71,0.9434
lulu_collaboration_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,3,Fall,8,33,0,中秋節,2,very_high,growing,95.0,98.02,107.97,92.08,110.11,-3.02,7.34,5392,666,0.7649,0.1235,high,0.6162680175533732,373.75,1.25,3352,1252983.65,0.9071
lulu_lulu_world_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,3,Fall,8,33,0,萬聖節,2,high,growing,95.0,103.15,96.99,101.42,107.59,-8.15,3.8,5740,736,0.7788,0.1282,medium,0.7083888788587778,299.0,1.0,3044,910194.76,0.8371
lulu_lulu_world_2018_fall_開學季,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,3,Fall,8,33,0,開學季,2,high,growing,95.0,87.72,103.16,97.93,92.22,7.28,5.83,4418,569,0.8671,0.1288,high,0.6659672075028673,328.9,1.1,2536,834137.19,0.8661
lulu_lulu_world_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,3,Fall,8,33,0,感恩節,2,high,growing,89.92,80.91,90.26,81.76,95.53,9.01,6.08,5173,665,0.8284,0.1286,low,0.5283070963289966,269.1,0.9,2575,693166.25,0.8799
lulu_pr_seeding_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,3,Fall,8,33,0,萬聖節,2,medium,stable,95.0,110.01,101.01,93.46,102.86,-15.01,5.89,3409,322,0.7745,0.0945,medium,0.5651405386371262,299.0,1.0,1680,502536.11,0.8668
lulu_pr_seeding_2018_fall_開學季,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,3,Fall,8,33,0,開學季,2,medium,stable,95.0,88.08,102.19,82.88,97.21,6.92,7.55,3786,437,0.6607,0.1154,high,0.6189015305251051,328.9,1.1,1555,511757.05,0.8495
lulu_pr_seeding_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,3,Fall,8,33,0,感恩節,2,medium,stable,77.32,74.27,70.82,77.91,70.33,3.05,3.05,3104,347,0.8061,0.1118,low,0.6401032751854618,269.1,0.9,1599,430539.75,0.8736
lulu_pr_seeding_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,3,Fall,8,33,0,中秋節,2,medium,stable,95.0,106.71,88.82,100.1,99.95,-11.71,6.43,2808,347,0.7453,0.1236,high,0.30643050061037447,373.75,1.25,1538,575177.6,0.7661
lulu_sticker_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,3,Fall,8,33,0,中秋節,2,low,growing,95.0,91.25,92.75,81.75,101.52,3.75,7.01,7168,738,0.7693,0.103,high,0.5114624428492798,373.75,1.25,4287,1602518.81,0.8389
lulu_sticker_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,3,Fall,8,33,0,感恩節,2,low,growing,91.78,89.77,94.49,92.86,88.72,2.01,2.32,6375,608,0.7329,0.0954,low,0.4061730242506445,269.1,0.9,4146,1115704.31,0.9422
lulu_sticker_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,3,Fall,8,33,0,萬聖節,2,low,growing,95.0,95.35,93.14,88.34,105.0,-0.35,6.06,9387,1382,0.6903,0.1472,medium,0.6450799041398633,299.0,1.0,4150,1241135.67,0.8952
lulu_sticker_2018_fall_開學季,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,3,Fall,8,33,0,開學季,2,low,growing,95.0,91.72,93.77,84.37,93.38,3.28,3.8,7594,802,0.6692,0.1056,high,0.4559993907012517,328.9,1.1,3654,1201801.21,0.7547
lulu_campaign_2018_fall_感恩節,lulu_pig,Lulu罐頭豬,campaign,活動,2018,3,Fall,8,33,0,感恩節,2,high,growing,92.46,82.99,106.16,91.55,82.72,9.47,9.52,6348,544,0.8751,0.0857,low,0.6704348723083564,269.1,0.9,3088,831134.21,0.8964
lulu_campaign_2018_fall_萬聖節,lulu_pig,Lulu罐頭豬,campaign,活動,2018,3,Fall,8,33,0,萬聖節,2,high,growing,95.0,89.51,91.36,77.18,92.43,5.49,6.12,6279,825,0.7842,0.1314,medium,0.346359552311363,299.0,1.0,3137,938115.44,0.8433
lulu_campaign_2018_fall_開學季,lulu_pig,Lulu罐頭豬,campaign,活動,2018,3,Fall,8,33,0,開學季,2,high,growing,95.0,97.95,100.25,93.52,114.26,-2.95,7.76,4624,575,0.8245,0.1244,high,0.5776444876262858,328.9,1.1,2969,976788.61,0.9395
lulu_campaign_2018_fall_中秋節,lulu_pig,Lulu罐頭豬,campaign,活動,2018,3,Fall,8,33,0,中秋節,2,high,growing,95.0,101.39,106.51,85.33,97.94,-6.39,7.82,6788,879,0.795,0.1295,high,0.44372041359893316,373.75,1.25,3061,1144198.78,0.8135
lulu_2d_animation_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,4,Winter,11,46,1,冬季溫暖,2,high,growing,95.0,101.14,94.31,110.2,95.04,-6.14,6.37,5148,571,0.7479,0.1109,medium,0.571360193120922,299.0,1.0,2733,817353.96,0.8224
lulu_2d_animation_2018_winter_跨年,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,4,Winter,11,46,1,跨年,2,high,growing,95.0,80.44,105.78,94.69,94.96,14.56,9.0,4253,392,0.8056,0.0922,high,0.5721637203742874,343.85,1.15,2728,938089.1,0.9321
lulu_2d_animation_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,4,Winter,11,46,1,冰雪主題,2,high,growing,95.0,93.33,89.73,87.27,104.12,1.67,6.44,4176,516,0.8206,0.1236,medium,0.5818045743810856,313.95,1.05,2517,790504.29,0.8908
lulu_2d_animation_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2018,4,Winter,11,46,1,聖誕節,2,high,growing,95.0,114.79,92.54,84.57,100.07,-19.79,11.14,4848,590,0.8273,0.1217,very_high,0.6339405931434414,403.65,1.35,2764,1115745.93,0.7777
lulu_3d_animation_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,4,Winter,11,46,1,冰雪主題,2,very_high,growing,95.0,92.99,95.29,77.19,91.92,2.01,7.12,4680,444,0.8962,0.0949,medium,0.39252232909737667,313.95,1.05,3088,969649.66,0.7528
lulu_3d_animation_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,4,Winter,11,46,1,冬季溫暖,2,very_high,growing,95.0,99.56,85.36,90.06,95.89,-4.56,5.43,5839,482,0.6746,0.0825,medium,0.7903718082905898,299.0,1.0,3035,907603.23,0.901
lulu_3d_animation_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,4,Winter,11,46,1,聖誕節,2,very_high,growing,95.0,107.96,100.24,91.97,89.06,-12.96,7.39,6363,701,0.8553,0.1102,very_high,0.7810698534356233,403.65,1.35,2845,1148478.41,0.9426
lulu_3d_animation_2018_winter_跨年,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2018,4,Winter,11,46,1,跨年,2,very_high,growing,95.0,112.88,96.89,94.33,92.46,-17.88,8.09,5469,514,0.8687,0.094,high,0.6914526320167858,343.85,1.15,3262,1121741.35,0.8481
lulu_comic_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,4,Winter,11,46,1,冰雪主題,2,medium,stable,95.0,88.09,95.94,83.52,94.27,6.91,4.96,3368,286,0.8384,0.0849,medium,0.3042776133158828,313.95,1.05,2100,659344.69,0.7894
lulu_comic_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,4,Winter,11,46,1,聖誕節,2,medium,stable,95.0,100.59,83.9,103.78,94.07,-5.59,7.6,2883,233,0.6846,0.0808,very_high,0.3958361205789581,403.65,1.35,1872,755743.21,0.776
lulu_comic_2018_winter_跨年,lulu_pig,Lulu罐頭豬,comic,漫畫,2018,4,Winter,11,46,1,跨年,2,medium,stable,95.0,91.91,98.53,89.19,92.12,3.09,3.43,2813,414,0.8256,0.1472,high,0.5106608503753027,343.85,1.15,1804,620316.78,0.8816
lulu_single_visual_2018_winter_跨年,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,4,Winter,11,46,1,跨年,2,low,growing,95.0,98.81,98.46,100.45,84.88,-3.81,6.26,4587,585,0.7813,0.1275,high,0.65004599482319,343.85,1.15,2370,815187.2,0.9298
lulu_single_visual_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,4,Winter,11,46,1,冰雪主題,2,low,growing,95.0,100.15,94.89,93.3,106.62,-5.15,5.21,3656,479,0.7815,0.131,medium,0.6505472762934396,313.95,1.05,2581,810333.67,0.9216
lulu_single_visual_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,4,Winter,11,46,1,聖誕節,2,low,growing,95.0,102.12,95.24,104.07,107.75,-7.12,4.55,4798,621,0.7972,0.1294,very_high,0.32456341036123787,403.65,1.35,2402,969597.6,0.8738
lulu_single_visual_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2018,4,Winter,11,46,1,冬季溫暖,2,low,growing,90.18,90.8,82.01,82.39,77.42,-0.62,4.83,5175,681,0.8169,0.1316,medium,0.5916983847460335,299.0,1.0,2328,696356.24,0.8198
lulu_collaboration_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,4,Winter,11,46,1,冰雪主題,2,very_high,growing,95.0,104.56,99.01,96.49,86.99,-9.56,6.35,6664,819,0.6665,0.1229,medium,0.5767803420301758,313.95,1.05,3963,1244297.98,0.9431
lulu_collaboration_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,4,Winter,11,46,1,冬季溫暖,2,very_high,growing,95.0,95.99,104.94,100.11,86.04,-0.99,6.96,7652,804,0.6946,0.1051,medium,0.5598661275131585,299.0,1.0,4059,1213921.24,0.9177
lulu_collaboration_2018_winter_跨年,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2018,4,Winter,11,46,1,跨年,2,very_high,growing,95.0,100.85,73.65,98.4,83.94,-5.85,11.06,6019,752,0.7673,0.1249,high,0.5717751078746849,343.85,1.15,3859,1327035.75,0.9469
lulu_lulu_world_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,4,Winter,11,46,1,冰雪主題,2,high,growing,95.0,84.75,95.37,92.7,106.8,10.25,7.9,3899,327,0.8093,0.0839,medium,0.40473166343861333,313.95,1.05,2954,927704.34,0.9324
lulu_lulu_world_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,4,Winter,11,46,1,聖誕節,2,high,growing,95.0,86.58,92.46,98.17,93.51,8.42,4.13,4972,426,0.6676,0.0857,very_high,0.3129604475419934,403.65,1.35,2434,982590.52,0.7881
lulu_lulu_world_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,4,Winter,11,46,1,冬季溫暖,2,high,growing,95.0,85.42,97.72,110.61,98.16,9.58,8.91,6083,672,0.878,0.1105,medium,0.6644300914705028,299.0,1.0,2582,772292.43,0.7831
lulu_lulu_world_2018_winter_跨年,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2018,4,Winter,11,46,1,跨年,2,high,growing,95.0,88.65,93.6,104.72,92.63,6.35,5.97,5797,732,0.7795,0.1263,high,0.5295631277827444,343.85,1.15,2690,925125.84,0.8587
lulu_pr_seeding_2018_winter_跨年,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,4,Winter,11,46,1,跨年,2,medium,stable,95.0,95.65,95.81,89.02,77.74,-0.65,7.35,3756,313,0.849,0.0833,high,0.5974100500875317,343.85,1.15,1644,565338.34,0.8832
lulu_pr_seeding_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,4,Winter,11,46,1,冬季溫暖,2,medium,stable,95.0,87.04,103.35,104.54,101.46,7.96,7.05,2755,234,0.8602,0.0849,medium,0.4485568618242413,299.0,1.0,1479,442266.13,0.7507
lulu_pr_seeding_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,pr_seeding,公關,2018,4,Winter,11,46,1,聖誕節,2,medium,stable,95.0,85.3,93.78,85.75,102.79,9.7,7.13,3893,405,0.6771,0.104,very_high,0.6169634061035931,403.65,1.35,1579,637676.69,0.9466
lulu_sticker_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,4,Winter,11,46,1,聖誕節,2,low,growing,95.0,111.81,106.73,89.56,87.78,-16.81,10.48,7562,853,0.6875,0.1128,very_high,0.40183171187618794,403.65,1.35,3629,1465189.81,0.7632
lulu_sticker_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,4,Winter,11,46,1,冰雪主題,2,low,growing,95.0,97.01,100.96,92.69,82.55,-2.01,6.86,9667,1304,0.6978,0.1349,medium,0.6211296346558348,313.95,1.05,4629,1453366.15,0.899
lulu_sticker_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,4,Winter,11,46,1,冬季溫暖,2,low,growing,91.53,105.55,95.22,97.25,76.78,-14.02,10.51,7944,790,0.6635,0.0994,medium,0.40903307307050624,299.0,1.0,4395,1314122.39,0.7972
lulu_sticker_2018_winter_跨年,lulu_pig,Lulu罐頭豬,sticker,表情包/貼圖,2018,4,Winter,11,46,1,跨年,2,low,growing,95.0,98.01,88.4,90.72,105.53,-3.01,6.71,6861,652,0.8918,0.095,high,0.44501085982359534,343.85,1.15,3765,1294928.21,0.848
lulu_campaign_2018_winter_冰雪主題,lulu_pig,Lulu罐頭豬,campaign,活動,2018,4,Winter,11,46,1,冰雪主題,2,high,growing,95.0,99.21,93.35,83.58,87.92,-4.21,5.86,5080,409,0.7206,0.0805,medium,0.7340487829259099,313.95,1.05,3267,1025736.47,0.9177
lulu_campaign_2018_winter_跨年,lulu_pig,Lulu罐頭豬,campaign,活動,2018,4,Winter,11,46,1,跨年,2,high,growing,95.0,99.41,111.23,91.87,83.03,-4.41,10.35,4779,680,0.8082,0.1423,high,0.7831110358804154,343.85,1.15,3326,1143666.03,0.942
lulu_campaign_2018_winter_聖誕節,lulu_pig,Lulu罐頭豬,campaign,活動,2018,4,Winter,11,46,1,聖誕節,2,high,growing,95.0,96.88,101.85,89.15,105.86,-1.88,6.23,5464,673,0.8028,0.1232,very_high,0.557164517411802,403.65,1.35,2805,1132568.42,0.7723
lulu_campaign_2018_winter_冬季溫暖,lulu_pig,Lulu罐頭豬,campaign,活動,2018,4,Winter,11,46,1,冬季溫暖,2,high,growing,95.0,95.39,82.76,99.65,109.3,-0.39,9.53,6159,701,0.7702,0.1138,medium,0.4819259395477158,299.0,1.0,3172,948491.72,0.823
lulu_2d_animation_2019_spring_櫻花季,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2019,1,Spring,2,7,1,櫻花季,3,high,growing,95.0,81.47,110.15,88.26,97.49,13.53,10.75,4169,556,0.6897,0.1334,medium,0.7648957161611758,299.0,1.0,2883,862293.68,0.825
lulu_2d_animation_2019_spring_復活節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2019,1,Spring,2,7,1,復活節,3,high,growing,92.63,104.2,76.76,91.1,94.2,-11.58,9.82,3699,534,0.8574,0.1444,low,0.4737218925402591,284.05,0.95,2614,742743.44,0.9492
lulu_2d_animation_2019_spring_情人節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2019,1,Spring,2,7,1,情人節,3,high,growing,95.0,85.06,92.34,94.87,82.5,9.94,5.08,3770,440,0.8752,0.1167,high,0.562703638514597,358.8,1.2,2530,907911.15,0.9248
lulu_2d_animation_2019_spring_春節,lulu_pig,Lulu罐頭豬,2d_animation,2D視頻,2019,1,Spring,2,7,1,春節,3,high,growing,95.0,85.59,84.79,93.83,97.69,9.41,5.47,4996,573,0.7963,0.1147,very_high,0.5969728535335795,388.7,1.3,2267,881241.1,0.7934
lulu_3d_animation_2019_spring_情人節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2019,1,Spring,2,7,1,情人節,3,very_high,growing,95.0,99.0,89.63,89.57,102.07,-4.0,5.58,6417,882,0.7223,0.1374,high,0.4405374129714063,358.8,1.2,3147,1129486.56,0.8608
lulu_3d_animation_2019_spring_櫻花季,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2019,1,Spring,2,7,1,櫻花季,3,very_high,growing,95.0,102.83,81.84,81.83,92.12,-7.83,8.69,6884,772,0.6901,0.1121,medium,0.5939153470592984,299.0,1.0,3402,1017437.37,0.8057
lulu_3d_animation_2019_spring_春節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2019,1,Spring,2,7,1,春節,3,very_high,growing,95.0,101.34,93.46,109.48,105.25,-6.34,5.9,5684,525,0.8934,0.0924,very_high,0.435325289496942,388.7,1.3,2751,1069598.82,0.885
lulu_3d_animation_2019_spring_復活節,lulu_pig,Lulu罐頭豬,3d_animation,3D視頻,2019,1,Spring,2,7,1,復活節,3,very_high,growing,95.0,105.46,95.16,100.35,89.5,-10.46,5.93,7133,662,0.6772,0.0928,low,0.42586128940721796,284.05,0.95,3388,962410.87,0.8125
lulu_comic_2019_spring_櫻花季,lulu_pig,Lulu罐頭豬,comic,漫畫,2019,1,Spring,2,7,1,櫻花季,3,medium,stable,95.0,89.86,106.08,99.26,93.57,5.14,6.13,3790,557,0.7761,0.147,medium,0.44002906710271716,299.0,1.0,1846,552213.57,0.8997
lulu_comic_2019_spring_情人節,lulu_pig,Lulu罐頭豬,comic,漫畫,2019,1,Spring,2,7,1,情人節,3,medium,stable,95.0,89.67,106.99,104.01,74.32,5.33,12.99,4284,598,0.8216,0.1396,high,0.65188907928337,358.8,1.2,2067,741969.75,0.8307
lulu_comic_2019_spring_春節,lulu_pig,Lulu罐頭豬,comic,漫畫,2019,1,Spring,2,7,1,春節,3,medium,stable,95.0,89.01,87.64,91.76,89.63,5.99,1.49,3634,488,0.6949,0.1343,very_high,0.4676709193159148,388.7,1.3,1814,705102.49,0.8089
lulu_comic_2019_spring_復活節,lulu_pig,Lulu罐頭豬,comic,漫畫,2019,1,Spring,2,7,1,復活節,3,medium,stable,95.0,104.94,99.32,87.58,101.68,-9.94,6.55,3360,340,0.6614,0.1012,low,0.5134977145232845,284.05,0.95,2086,592622.47,0.8408
lulu_single_visual_2019_spring_復活節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2019,1,Spring,2,7,1,復活節,3,low,growing,93.82,85.79,87.89,91.39,79.39,8.03,4.37,4479,409,0.7228,0.0913,low,0.5228269157161503,284.05,0.95,2595,737362.72,0.9138
lulu_single_visual_2019_spring_情人節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2019,1,Spring,2,7,1,情人節,3,low,growing,95.0,110.17,99.02,78.15,99.78,-15.17,11.62,3773,463,0.8766,0.1227,high,0.5756126582470841,358.8,1.2,2406,863353.96,0.8939
lulu_single_visual_2019_spring_櫻花季,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2019,1,Spring,2,7,1,櫻花季,3,low,growing,95.0,83.44,99.23,88.72,105.6,11.56,8.67,4049,564,0.821,0.1393,medium,0.6210663195809587,299.0,1.0,2212,661526.08,0.9143
lulu_single_visual_2019_spring_春節,lulu_pig,Lulu罐頭豬,single_visual,視覺圖,2019,1,Spring,2,7,1,春節,3,low,growing,95.0,100.04,117.78,94.91,104.67,-5.04,8.49,4465,416,0.8709,0.0932,very_high,0.36469667800026334,388.7,1.3,2131,828346.36,0.8076
lulu_collaboration_2019_spring_櫻花季,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2019,1,Spring,2,7,1,櫻花季,3,very_high,growing,95.0,90.91,96.53,98.59,89.96,4.09,3.65,5193,651,0.8624,0.1254,medium,0.4212359200782413,299.0,1.0,3610,1079392.86,0.9079
lulu_collaboration_2019_spring_春節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2019,1,Spring,2,7,1,春節,3,very_high,growing,95.0,91.81,100.48,80.42,89.18,3.19,7.16,5403,600,0.7536,0.111,very_high,0.5250632721988404,388.7,1.3,3185,1238060.34,0.9215
lulu_collaboration_2019_spring_復活節,lulu_pig,Lulu罐頭豬,collaboration,聯乘,2019,1,Spring,2,7,1,復活節,3,very_high,growing,95.0,85.68,91.39,91.37,89.43,9.32,2.33,5655,554,0.8447,0.098,low,0.4376101521561876,284.05,0.95,3559,1011171.21,0.8055
lulu_lulu_world_2019_spring_櫻花季,lulu_pig,Lulu罐頭豬,lulu_world,LuLu World,2019,1,Spring,2,7,1,櫻花季,3,high,growing,95.0,100.51,88.78,95.89,111.16,-5.51,8.13,4907,708,0.8652,0.1443,medium,0.7917503678895736,299.0,1.0,3040,908985.56,0.9083
